utterance,intent,Sentiment
"I lost my acocunt passweord, could you recover it, please?",recover_password,Neutral
"my online account's been hacked, and I need help recovering it",recover_password,Neutral
"please, ask an agent if I could retrieve my password",recover_password,Positive
"someone stole my account password, help me recover it",recover_password,Positive
"I want to reset my account password, what do I have to do?",recover_password,Positive
"my user account was hacked, what do I have to do?",recover_password,Negative
"I forgot my account password, what should I do to retrieve it?",recover_password,Neutral
"my fucking user account's been hacked, and I need help getting it back",recover_password,Neutral
"I can't remember my password, can you retrieve it?",recover_password,Neutral
"someone stole my password, can u retrieve it?",recover_password,Neutral
"my account was hacked, and I need help getting it back",recover_password,Neutral
"my user account has been hacked, what do i have to do?",recover_password,Negative
"i lost my password, help me recover it",recover_password,Positive
i cant remember my account password and i wanna recover it,recover_password,Neutral
I can't remember my account password and I want to retrieve it,recover_password,Positive
my user account was hacked and I want to get it bakc,recover_password,Negative
"I can't remember my fucking password, can you retrieve it?",recover_password,Neutral
"I forgot my account password, how do I reset it?",recover_password,Neutral
I lost my account password and I want to recover it,recover_password,Negative
"my fucking online account was hacked and i wanna recover it, please",recover_password,Negative
"someone stole my password, i need help resetting it, please",recover_password,Positive
"i forgot my password, how do i recover it?",recover_password,Neutral
"I forgot my account password, recover it",recover_password,Neutral
"I forgot my account password, what do I have to do?",recover_password,Neutral
"my account has been hacked, can i get it back?",recover_password,Negative
"my user account was hacked, can you recover it?",recover_password,Negative
"I lost my password, what do I have to do to reset it?",recover_password,Negative
"someone stole my password, how can I recover it?",recover_password,Neutral
can u ask an agent how i can retrieve my account password?,recover_password,Neutral
"i lost my password, help me reset it, please",recover_password,Positive
"i wanna reset my account password, what can i do?",recover_password,Neutral
"someone stole my account password, recover it",recover_password,Neutral
"I forgot my password, can I recover it?",recover_password,Neutral
"someone stole my account password, can I recover it?",recover_password,Neutral
"my profile was hacked, what can I do  to get it back?",recover_password,Negative
"I want to recover my account password, how can I do it?",recover_password,Positive
how do I recover my account password?,recover_password,Neutral
"someone stole my password, what can I do to recover it?",recover_password,Neutral
"I can't remember my account password , reset it, please",recover_password,Positive
"i lost my account password, what can i do to retrieve it?",recover_password,Negative
"can you ask an agent if I could retrieve my fucking password, please?",recover_password,Positive
can I retrieve my password?,recover_password,Neutral
"I lost my account password, how can I retrieve it?",recover_password,Negative
"I forgot my accouunt password, what can I do to reset it?",recover_password,Neutral
"I forgot my account password, what can I do to retrieve it?",recover_password,Neutral
"I lost my account password, how do I recover it?",recover_password,Negative
"i cant remember my password, what can i do to recover it?",recover_password,Neutral
"my user account's been hacked, how do i recover it?",recover_password,Negative
"my user account's been hacked, help me recover it",recover_password,Neutral
"my profile was hacked, and I need help recovering it",recover_password,Neutral
"my account's been hacked, what can I do to get it back?",recover_password,Negative
"my profile was hacked, can you recover it?",recover_password,Negative
"my fucking online account's been hacked and i wanna get it back, please",recover_password,Negative
"my user account was hacked, and I need help getting it back",recover_password,Neutral
"I lost my password, wht can I do to recover it?",recover_password,Negative
"I forgot my account password, can you recover it, please?",recover_password,Positive
"someone stole my password, retrieve it",recover_password,Neutral
"I forgot my account password, what do I have to do to reset it?",recover_password,Neutral
I  forgot my password and I want to retrieve it,recover_password,Positive
someone stole my fucking account password and I'd like to reset it,recover_password,Positive
"my profile's been hacked, what should i do?",recover_password,Negative
"I forgot my account password, how can I reset it?",recover_password,Neutral
I need help retrieving my account password,recover_password,Positive
"i lost my account password, what should i do to reset it?",recover_password,Negative
"i cant remember my password, can u recover it?",recover_password,Neutral
someone stole my fucking password and i wanna recover it,recover_password,Neutral
someone stole my password and i want to reset it,recover_password,Positive
"I forgot my account password, how can I recover it?",recover_password,Neutral
"someone stole my pssword , I need help recovering it",recover_password,Positive
"I lost my account passwlrd, I need help  retrieving it",recover_password,Positive
"i want to recover my password, how can i do it?",recover_password,Positive
can I reset my fucking password?,recover_password,Neutral
"my account's been hacked, can I get  it back?",recover_password,Negative
"my profile has been hacked, can i get it back?",recover_password,Negative
"someone stole my password, what can I do?",recover_password,Neutral
"someone stole my password, help me reset it",recover_password,Positive
"I forgot my password, how can I retrieve it?",recover_password,Neutral
"my account has been hacked, what can i do to recover it?",recover_password,Negative
"my online account was hacked, can u get it back?",recover_password,Negative
"i cant remember my account password, how can i reset it?",recover_password,Neutral
"I forgot my password, what should I do?",recover_password,Neutral
"my profile's been hacked, can you recover it?",recover_password,Negative
I lost my password and I want to retrieve it,recover_password,Negative
"i cant remember my password, what can i do to reset it?",recover_password,Neutral
my account's been hacked and I want to recover it,recover_password,Negative
"my online account's been hacked, what do I have to do to get it back?",recover_password,Negative
"my fucking user account has been hacked, and I need help getting it back",recover_password,Neutral
"I can't remember my password, what do I have to do?",recover_password,Neutral
"my user account was hacked, what should I do?",recover_password,Negative
i forgot my password and i want to recover it,recover_password,Positive
how to reset my password,recover_password,Neutral
I lost my password and I want to reset it,recover_password,Negative
"i lost my account password, what do i have to do to recover it?",recover_password,Negative
"my user account has been hacked, what can i do to recover it ?",recover_password,Negative
how can I retrieve my account password?,recover_password,Neutral
"someone stole my account password, what do I have to do to retgrieve it?",recover_password,Neutral
"my profile's been hacked, can i recover it?",recover_password,Negative
how to retrieve my password,recover_password,Neutral
"i cant remember my password, could u recover it, please?",recover_password,Positive
I lost my password,recover_password,Negative
how do i recover my account password?,recover_password,Neutral
"I want to reset my password, what can I do?",recover_password,Positive
"my profile was hacked, what should i do to get it back?",recover_password,Negative
"i cant remember my account password, how can i recover it?",recover_password,Neutral
i lost my password and i wanna recover it,recover_password,Negative
ask an agent if I could recover my account password,recover_password,Neutral
"someone stole my password, how do I recover it?",recover_password,Neutral
"I forgot my account password, help me reset it",recover_password,Positive
"I want to retrieve my password, can you help me?",recover_password,Positive
"i cant remember my account password, i need help resetting it",recover_password,Positive
"my profile has been hacked, how do i recover it?",recover_password,Negative
"I can't remember my account password, what should I do to reset it?",recover_password,Neutral
"someone stole my account password, can I retrieve it?",recover_password,Neutral
"I can't remember my password, can I recover it?",recover_password,Neutral
"my online account was hacked, how can I get it back?",recover_password,Negative
"i want to reset my password, what can i do?",recover_password,Positive
"someone stole my account password, how can i retrieve it?",recover_password,Neutral
"my user account was hacked, i need help recovering it",recover_password,Neutral
"I forgot my account password, I need help resetting it",recover_password,Positive
"my user account's been hacked, recover it",recover_password,Negative
"my account was hacked, help me recover it",recover_password,Neutral
how do I retrieve my account password?,recover_password,Neutral
"my online acclunt was hacked , what can I do?",recover_password,Negative
"my profile's been hacked, how do I get it back?",recover_password,Negative
"my online account's been ahcked, can  you recover it?",recover_password,Neutral
"my account was hacked, and I need help recovering it",recover_password,Neutral
"id like to retrieve my password, how can i do it?",recover_password,Positive
"I want to recover my account password, what do I have to do?",recover_password,Positive
"my account was hacked, what should I do to recover it?",recover_password,Negative
"please, can you ask an agent how I can retrieve my account password?",recover_password,Positive
"my online account's been hacked, what can I do to recover it?",recover_password,Negative
"I lost my passowrd, what can I do to reset it?",recover_password,Negative
"I want to recover my password, what do I have to do?",recover_password,Positive
"I lost my account password , what do I have to  do to recover it?",recover_password,Negative
help me reset my password,recover_password,Positive
"I forgot ym account password,  can I retrieve it?",recover_password,Neutral
I lost my password and I want to recover it,recover_password,Negative
"please, can you ask an agent if I could reset my fucking account password?",recover_password,Positive
I can't remember my password and I want to recover it,recover_password,Positive
"someone stole my password, recover it",recover_password,Neutral
"someone stole my password, I need help retrieving it, please",recover_password,Positive
my user account was hacked and i wana get  it back,recover_password,Negative
"my fucking profile was hacked, what should i do to get it back?",recover_password,Negative
"someone stole my account password, what do i have to do to recover it?",recover_password,Neutral
"my account's been hacked, how do I get it back?",recover_password,Negative
"my user account has been hacked, how do i get it back?",recover_password,Negative
"I can't remember my account password, what can I do to retrieve it?",recover_password,Neutral
"I lost my account password, I need help recovering it",recover_password,Positive
"someone stole my account password, help me retrieve it",recover_password,Positive
"i cant remember my password, recover it",recover_password,Neutral
can u ask an agent to retrieve my account password?,recover_password,Neutral
"I forgot my password, help me recover it",recover_password,Positive
"i cant remember my password, can u retrieve it, please?",recover_password,Positive
"I can't remember my password, I need help recovering it",recover_password,Positive
I can't remember my account password and I want to recover it,recover_password,Positive
"my account was haked, what do I have to do to recover it?",recover_password,Neutral
"i forgot my account pssword, what can i do to reset it ?",recover_password,Neutral
"my user account's been hacked, what should I do to get it back?",recover_password,Negative
"my profile's been hacked, what can I do?",recover_password,Negative
"someone stole my password, what should I do to recover it?",recover_password,Neutral
"I can't remember my passwprd, what can I do to retrieve it?",recover_password,Neutral
how to retrieve my account password,recover_password,Neutral
"I lost my password, how can I reset it?",recover_password,Negative
"I forgot my password, I need help recovering it",recover_password,Positive
"i forgot my account password, help me retrieve it",recover_password,Positive
"i lost my password, what should i do to reset it?",recover_password,Negative
"my online account was hacked, what should I do to recover it?",recover_password,Negative
I want to reset my password,recover_password,Positive
"I lost my fucking password, could you reset it?",recover_password,Negative
"my fucking online account has been hacked and I would like to get it back, please",recover_password,Positive
"my online account's been hacked, recover it",recover_password,Negative
"my account was hacked, can i get it back?",recover_password,Negative
"I want to reset my account password, can you help me?",recover_password,Positive
can you ask an agent how I could retrieve my password?,recover_password,Neutral
"I lost my account password, can you recover it?",recover_password,Negative
how do I recover my password?,recover_password,Neutral
someone stole my password and I want to recover it,recover_password,Positive
help me retrieve my account password,recover_password,Positive
I forgot my account password and I want to retrieve it,recover_password,Positive
"I can't remember my account password, what should I do?",recover_password,Neutral
"someone stole my account password, whzt should I do?",recover_password,Neutral
how can I reset my password?,recover_password,Neutral
"my profile's been hacked, help me get it back",recover_password,Neutral
my online account was hacked,recover_password,Negative
"someone stole my password, what can I do to reset it?",recover_password,Neutral
"someone stole my fucking password, retrieve it, please",recover_password,Positive
"I want to recover my fucking password, how could I do it?",recover_password,Positive
"I need help resetting my password, please",recover_password,Positive
"my profile has been hacked, how can i recover it?",recover_password,Negative
"my profile was hacked, what can I do to recover it?",recover_password,Negative
"my online account was hacked, what should I do to get it back?",recover_password,Negative
"I forgot my password, can you help me?",recover_password,Positive
"someone stole my password, can u recover it?",recover_password,Neutral
"I lost my account password, what can I do to recover it?",recover_password,Negative
"I want to recover my password, how can I do it?",recover_password,Positive
I can't remember my zccount password,recover_password,Neutral
"I forgot my oassword, can you retrieve it?",recover_password,Neutral
"someone stole my account password, can you retrieve it?",recover_password,Neutral
"i cant remember my passwlrd, i need help resetting  it",recover_password,Positive
"my online account was hacked, what do i have to do to recover it?",recover_password,Negative
"my user account was hacked, what should i do to recover it?",recover_password,Negative
can i reset my password?,recover_password,Neutral
"I lost my fucking account password, can you help me?",recover_password,Positive
"my online account was hacked, what an i do to recover it?",recover_password,Negative
"my user account was hacked, how do I get it back?",recover_password,Negative
"my online account was hacked, what do I have to do to recover it?",recover_password,Negative
"my online account was hacked, can you help me?",recover_password,Neutral
"I can't remember my password, what can I do to reset it?",recover_password,Neutral
"someone stoole my password, what should i do?",recover_password,Neutral
"I forgot my password, what do I have to do to retrieve it?",recover_password,Neutral
how to recover my password,recover_password,Neutral
"I forgot my password, retrieve it",recover_password,Neutral
"I lost my account password, what do I have to do?",recover_password,Negative
"I foprgot my account password, what should I do?",recover_password,Neutral
"I can't rememberf my password, how can I retrieve it?",recover_password,Neutral
"my account's been hacked, can u help me?",recover_password,Neutral
"i want to retrieve my account password, what do i have to do?",recover_password,Positive
"I forgot my passworfd, what can I do to retrieve it?",recover_password,Neutral
"could u ask an agent how i could recover my fucking account password, please?",recover_password,Positive
"I want to recover my password, what can I do?",recover_password,Positive
I can't remember my password and I want to retrieve it,recover_password,Positive
"my account's been hacked, what can I do to recover it?",recover_password,Negative
"my online account was hacked, could u get it back, please?",recover_password,Negative
my account was hacked and i wanna recover it,recover_password,Negative
"i lost my account password, how do i retrieve it?",recover_password,Negative
"I want to reset my account password, what should I do?",recover_password,Positive
"someone stole my password, can you recover it?",recover_password,Neutral
"I forgot my password, what should I do to recover it?",recover_password,Neutral
"i forgot my password, how can i recover it?",recover_password,Neutral
"my online account has been hacked, could I get it back?",recover_password,Negative
"my online account's been hacked, what should I do to recover it?",recover_password,Negative
"I want to reset my password, what should I do?",recover_password,Positive
"I can't remember my password, what can I do to recover it?",recover_password,Neutral
"I forgot my password, reset it",recover_password,Neutral
"i cant remember my password, can u retrieve it?",recover_password,Neutral
"my user account's been hacked, get it back",recover_password,Negative
"my profile was hacked, what do i have to  do to recover it?",recover_password,Negative
"I forgot my account password, what should I do to recover it?",recover_password,Neutral
"my user account's been hacked, what can I do?",recover_password,Negative
can u ask an agent how i can recover my password?,recover_password,Neutral
my user account's been hacked and I want to recover it,recover_password,Negative
"my profile's been hacked, what can i do?",recover_password,Negative
"I can't remember my password, help me recover it",recover_password,Positive
"my profile was hacked, what can I do?",recover_password,Negative
"my online account was hacked, what do I have to do?",recover_password,Negative
"I lost my account password, can you help me?",recover_password,Positive
"my account was hacked, how can I get it back?",recover_password,Negative
"my profile was hacked, what should I do to recover  it?",recover_password,Negative
someone stole my password and i wanna recover it,recover_password,Neutral
"ask an agent if I could retrieve my fucking account password, please",recover_password,Positive
"my account's been hacked, i need help getting it back",recover_password,Neutral
"I can't remember my account password, what can I do?",recover_password,Neutral
I can't remember my account password and I'd like to recover it,recover_password,Positive
"someone stole my password, help me retrieve it",recover_password,Positive
"my online account was hacked, help me get it back",recover_password,Neutral
"i cant remember my password, can i recover it?",recover_password,Neutral
"I forgot my account password, can I reset it?",recover_password,Neutral
"my online account was hacked, how do I get it back?",recover_password,Negative
"I can't remember my account password, help me recover it",recover_password,Positive
"I can't remember my account password, can you recover it?",recover_password,Neutral
could u ask an agent how to reset my account password?,recover_password,Neutral
"i forgot my account password, what do i have to do to recover it?",recover_password,Neutral
"my user account's been hacked, how could I get it back?",recover_password,Negative
"my profile has been hacked, how do i get it back?",recover_password,Negative
my user account's been hacked,recover_password,Negative
"I lost my password, how can I retrieve it?",recover_password,Negative
"I lost my account password, can I reset it?",recover_password,Negative
"my user account was hacked, can you get it back?",recover_password,Negative
"someone stole my password, can u help  me?",recover_password,Positive
"i lost my password, what can i do?",recover_password,Negative
my fucking user account's been hacked and I would like to recover it,recover_password,Negative
"someone stole my password, I need help resetting it",recover_password,Positive
"my profile's been hacked, what should I do?",recover_password,Negative
"i forgot my password, can i reset it?",recover_password,Neutral
"I lost my account pasword,help me retrieve it",recover_password,Negative
my user account's been hacked and I want to get it back,recover_password,Negative
ask an agent to recover my account password,recover_password,Neutral
"my account's been hacked, what do I have to do to get it back?",recover_password,Negative
"I want to reset my account password, how can I do it?",recover_password,Positive
"I forgot my account password, how do I retrieve it?",recover_password,Neutral
my profile was hacked and  I'd like to recover it,recover_password,Negative
i cant remember my fucking password and id like to retrieve it,recover_password,Positive
"my user account was hacked, what can I do?",recover_password,Negative
"someone stole my account password, reset it",recover_password,Neutral
"my online account has been hacked, can u help me?",recover_password,Neutral
I lost my account password,recover_password,Negative
"someone stole my fucking account password, reset it",recover_password,Neutral
i forgot my account password and i want to reset it,recover_password,Positive
"I lost my account password, what can I do to reset it?",recover_password,Negative
"I forgot my account password, could you reset it, please?",recover_password,Positive
"my user account was hacked, what can I do to get it back?",recover_password,Negative
"someone stole my password, reset it",recover_password,Neutral
"i lost my account password, can i recover it?",recover_password,Negative
i wanna resrt my password,recover_password,Neutral
"I forgot my password, can I retrieve it?",recover_password,Neutral
someone stole my password and i want to recover it,recover_password,Positive
"my online account's been hacked, how do I recover it?",recover_password,Negative
"my profile was hacked, can you get it back?",recover_password,Negative
"i want to recover my password, what can i do?",recover_password,Positive
"I can't remember my password, how do I retrieve it?",recover_password,Neutral
"id like to reset my account password, could u help me?",recover_password,Positive
"my account's been hacked, and I need help getting it back",recover_password,Neutral
"ask an agent how I could recover my account password, please",recover_password,Positive
i need help resetting my account password,recover_password,Positive
"I can't remember my account password, what should I do to retrieve it?",recover_password,Neutral
i cant remember my password and i wanna recover it,recover_password,Neutral
"I lost my account password, what should I do to recover it?",recover_password,Negative
"I lost my password, can you help me?",recover_password,Positive
can you ask an agent how I can reset my fucking password?,recover_password,Neutral
"my account was hacked, can you recover it?",recover_password,Negative
"my user account has been hacked , how do i recover it?",recover_password,Negative
"I forgot my fucking account password, what should I do?",recover_password,Neutral
"i lost my password, can u reset it?",recover_password,Negative
"i forgot my password, how can i retrieve it?",recover_password,Neutral
"I lost my account password, what can I do?",recover_password,Negative
"my profile was hacked, how can I recover it?",recover_password,Negative
"my user account's been hacked, can I get it back?",recover_password,Negative
"someone stole my account password, what can i do to retrieve it?",recover_password,Neutral
"I lost my password, help me retrieve it",recover_password,Positive
"i forgot my account password, retrieve it",recover_password,Neutral
"I can't remember my fucking pasword, can you help me?",recover_password,Positive
"my user account was hacked, what do I have to do to get it back?",recover_password,Negative
"i want to reset my password, how can i do it?",recover_password,Positive
"I lost my password, how do I reset it?",recover_password,Negative
how do I reset my account password?,recover_password,Neutral
"I can't remember my account password, can you reset it?",recover_password,Neutral
"please, could u ask an agent how i can retrieve my account password?",recover_password,Positive
"I want to retrieve my account password, what do I have to do?",recover_password,Positive
"I forgot my account password, could you recover it, please?",recover_password,Positive
"i cant remember my account password, i need hjelp retrieving it",recover_password,Neutral
"i lost my password, what can i do to reset it?",recover_password,Negative
"someone stole my password, what do I have to do to reset it?",recover_password,Neutral
"my user account was hacked, help me get it back",recover_password,Neutral
"i wanna recover my password, what should i do?",recover_password,Neutral
"my user account's been hacked, can you help me?",recover_password,Neutral
"my user account was hacked, how can I get it back?",recover_password,Negative
"i lost my account password, what should i do to retrieve it?",recover_password,Negative
"ask an agent how i could reset my account password, please",recover_password,Positive
"please, could you ask an agent to retrieved my password?",recover_password,Positive
my account was hacked and I want to recover it,recover_password,Negative
"my account was hacked, what do I have to do?",recover_password,Negative
"I can't remember my password, retrieve it",recover_password,Neutral
my account's been hacked and i want to recover it,recover_password,Negative
"I can't remember my password, what do I have to do to reset it?",recover_password,Neutral
"my user account's been hacked, how can I recover it?",recover_password,Negative
"I lost my account password, how could I reset it?",recover_password,Negative
"I lost my password, how can I recover it?",recover_password,Negative
help me recpver my apssword,recover_password,Positive
"i want to recover my account password, how can i do it?",recover_password,Positive
"my account has been hacked, could u get it back?",recover_password,Negative
"my profile was hacked, how do i recover it?",recover_password,Negative
"my online account has been hacked, i ned help recovering it",recover_password,Neutral
"I lots my password, can I recover it?",recover_password,Neutral
"someonme stole my account password, I need help resetting it",recover_password,Positive
"my profile's been hacked, get it back",recover_password,Negative
"my user account was hacked, what should I do to recover it?",recover_password,Negative
"I lost my pasword, can you recover it?",recover_password,Negative
"I can't remember my account password, can I retrieve it?",recover_password,Neutral
i cant remember my password and i wanna retrieve it,recover_password,Neutral
"my profile was hacked, what do I have to do to recover it?",recover_password,Negative
"my account was hacked, can I recover it?",recover_password,Negative
how could I retrieve my password ?,recover_password,Neutral
"my profile has been hacked and i want to get it back, please",recover_password,Neutral
"my profile's been hacked, what can I do to recover it?",recover_password,Negative
help me retrieve my password,recover_password,Positive
"I forgot my password, how do I retrieve it?",recover_password,Neutral
"i lostt my password , recover it",recover_password,Neutral
"my account was hacked, how do i recover it?",recover_password,Negative
"my account's been hacked, help me get it back",recover_password,Neutral
"i forgot my password, help me retrieve it",recover_password,Positive
"i wanna recover my account password, what can i do?",recover_password,Neutral
"i cant remember my account password, retrieve it",recover_password,Neutral
can u ask an agent if i can reset my password?,recover_password,Neutral
"I forgot my password, could you retrieve it, please?",recover_password,Positive
"could u ask an agent how i could recover my password, please?",recover_password,Positive
"my online account's been hacked, help me get it back",recover_password,Neutral
"my account was hacked, help me get it back",recover_password,Neutral
I forgot my password,recover_password,Neutral
my fucking user account was hacked and i want to recover it,recover_password,Negative
"my profile was hacked, how can I get it back?",recover_password,Negative
"my profile was hacked, what should i do ?",recover_password,Negative
"someone stole my password, can i reset it?",recover_password,Neutral
"please, could you ask an agent how to reset my account password?",recover_password,Positive
I lost my fucking account password and I'd like torecover it,recover_password,Positive
"soemone stole my password, how can I resewt it?",recover_password,Neutral
"I lost my password, what should I do?",recover_password,Negative
"I can't remember my password, I need help retrieving it",recover_password,Positive
"my account's been hacked, what should I do to recover it?",recover_password,Negative
"my fuckingonline account's been hacked, can u help me?",recover_password,Neutral
"my account's been hacked, what should I do to get it back?",recover_password,Negative
"my account was hacked, can you help me?",recover_password,Neutral
"someone stole my password, help me reset it, please",recover_password,Positive
"my online account's been hacked, and I need help getting it back",recover_password,Neutral
"my  online account has been hacked, how do i recover it?",recover_password,Negative
"my online account's been hacked, what do I have to do to recover it?",recover_password,Negative
"my online account has ben hacked, what can i do?",recover_password,Negative
I can't remember my password and I'd like to retrieve it,recover_password,Positive
"I want to retrieve my password, what do I have to do?",recover_password,Positive
"someone stole my password, how can I retrieve it?",recover_password,Neutral
can u ask an agent how i can reset my password?,recover_password,Neutral
"my profile was hacked, and  I need help getting it back",recover_password,Neutral
"I want to reset my password, what do I have to do?",recover_password,Positive
"my account's been hacked, can you help me?",recover_password,Neutral
"i lost my account password, can u recover it?",recover_password,Negative
"i wanna retrieve my account password, what should i do?",recover_password,Neutral
"I can't remembermy password, how can I recover it?",recover_password,Neutral
"someone stole my account password, how can I recover it ?",recover_password,Neutral
"someone stole my password, can you retrieve it?",recover_password,Neutral
"I lost my account password, I need help resetting it, please",recover_password,Positive
"ask an agent how i could reset my password, please",recover_password,Positive
i wanna recover my account password,recover_password,Neutral
"my fucking account was hacked, what can i do?",recover_password,Negative
my profile was hacked and I want to recover it,recover_password,Negative
"my profile's been hacked, what do I have to do to get it back?",recover_password,Negative
my user account was hacked and I want to recover it,recover_password,Negative
"I can't remember my account password, help me reset it",recover_password,Positive
"my account has been hacked, could u get it back, please?",recover_password,Negative
"I want to retrieve my password, what can I do?",recover_password,Positive
"I can't remember my password, can you recover it?",recover_password,Neutral
"my user account's been hacked, what should i do?",recover_password,Negative
"i catn remember my account pasdword, what can i do to retrieve it?",recover_password,Neutral
"my user account's been hacked , can you get it back?",recover_password,Negative
"I lost my password, I need help retrieving it",recover_password,Positive
"my account's been hacked, how can I recover it?",recover_password,Negative
"I lost my password, what do I have to do to retrieve it?",recover_password,Negative
"my fucking account's been hacked, how do I reocver it?",recover_password,Negative
"someone stole my account password, what can I do to retrieve it?",recover_password,Neutral
"please, ask an agent how to reset my account password",recover_password,Positive
"I forgot my password, what do I have to do to recover it?",recover_password,Neutral
"i forgot my password, could u retrieve it, please?",recover_password,Positive
"my user account's been hacked, what should I do?",recover_password,Negative
"I can't remember my account password, how can I reset it?",recover_password,Neutral
"I can't remember my password, I need help resetting it",recover_password,Positive
ask an agent how i can retrieve my account password,recover_password,Neutral
i need help recovering my account password,recover_password,Positive
"my user account was hacked, what do i have to do to get it back?",recover_password,Negative
how do I retrieve my password?,recover_password,Neutral
"I lost my account password, what do I have to do to retrieve it?",recover_password,Negative
"i cant remember my account password, what should i do?",recover_password,Neutral
"my account has been hacked, what can i do to get it back?",recover_password,Negative
"someone stole my password, how can i reset it?",recover_password,Neutral
my fucking profile's beewn hacked and I would like to get it back,recover_password,Negative
"I want to retrieve my account pasword, how can I do it?",recover_password,Positive
"I can't rdmember my password, can I reset ikt?",recover_password,Neutral
"my user account's been hacked, how do i get it back?",recover_password,Negative
"my online account was hacked, can I recover it?",recover_password,Negative
"I forgot my account password, what can I do to recover it?",recover_password,Neutral
"my fucking account  was hacked, hepl me get it back",recover_password,Negative
I forgot my password and I want to recover it,recover_password,Positive
ask an agent if I can reset my fucking password,recover_password,Neutral
"someone stole my account password, what do I have to do to recover it?",recover_password,Neutral
"my profile was hacked, what can i do to recover it?",recover_password,Negative
"someone stole my account password, what can I do to reset it?",recover_password,Neutral
"i cant remember my accountpassword, recover it",recover_password,Neutral
I can't rdmember my apssword,recover_password,Neutral
"I forgot my account password, what do I have to do to recover it?",recover_password,Neutral
"i want ro reset my account password, what do i have to do?",recover_password,Positive
"my user account's been hacked, nad I need help recovering it",recover_password,Neutral
i cant remember my password and i want to retrieve it,recover_password,Positive
"I lost my password, what do I have to do to recover it?",recover_password,Negative
"i forgot my password, recover it",recover_password,Neutral
"I lost my account password, what can I do to retrieve it?",recover_password,Negative
"I ofrgot my password, help me retrieve it",recover_password,Positive
"i lost my account password and i wanna reset it, please",recover_password,Neutral
"i cant remember my account password, could u retrieve it, please?",recover_password,Positive
"I can't remember my account password, what do I have to do to retrieve it?",recover_password,Neutral
"my profile's been hacked, how can I recover it?",recover_password,Negative
"my user account's been hacked, what can I do to get it back?",recover_password,Negative
"i wanna reset my password, what should i do?",recover_password,Neutral
"my account was hacked, what can I do to recover it?",recover_password,Negative
"my account's been hacked, how do I recover it?",recover_password,Negative
"i forgot my password, retrieve it",recover_password,Neutral
"my user account was hacked, how can i recover it?",recover_password,Negative
"my online account's been hacked, help me recover it",recover_password,Neutral
ask an agent if i can reset my password,recover_password,Neutral
"I can't remember my account password, can you recover it, please?",recover_password,Positive
"I can't remember my password, recover it",recover_password,Neutral
"i forgot my password, can u retrieve it, please?",recover_password,Positive
"someone stole my password, how do I retrieve it?",recover_password,Neutral
"my acount was hacked, what should I do?",recover_password,Negative
my account was hacked and I want to get it back,recover_password,Negative
"my user acocunt's been hacked, could you recover it, please?",recover_password,Negative
"someone stole my password, can u reset it?",recover_password,Neutral
"someone stole my account password, what do I have to do?",recover_password,Neutral
I want to retrieve my password,recover_password,Positive
"my account was hacked, what can I do to get it back?",recover_password,Negative
"someone stole my fucking account password, could you retrieve it, please?",recover_password,Positive
"my user account was hacked, what can i do to recover it?",recover_password,Negative
"my online account's been hacked, can I get it back?",recover_password,Negative
"my account was hacked, what can i do to get it back?",recover_password,Negative
"I can't remember my account password, how can I retrieve it?",recover_password,Neutral
"I forgot my account password, what do I have to do to retrieve it?",recover_password,Neutral
my profile's been hacked and i wanna get it back,recover_password,Negative
"my profile's been hacked, can u get it back?",recover_password,Negative
"I forgot my account password, help me recover it",recover_password,Positive
"my profile's been hacked, can you help me?",recover_password,Neutral
"someonestole my account password, what do I have to do to reset it?",recover_password,Neutral
"my profile was hacked, how do I recover it?",recover_password,Negative
"my user account was hacked, how can I recover it?",recover_password,Negative
"I lost my password, what should I do to reset it?",recover_password,Negative
"I can't remember my account password, reset it",recover_password,Neutral
"i cant remember my password, can i retrieve it?",recover_password,Neutral
"I forgot my account passsord, can you retrieve it?",recover_password,Neutral
"I lost my account password, how can I recover it?",recover_password,Negative
I loxt my account password and I want to retrieve it,recover_password,Positive
"I lost myu password, how do I retrieve it ?",recover_password,Negative
"I lost my account password, what should I do?",recover_password,Negative
i forgot my password and i wanna recover it,recover_password,Neutral
my online acocunt has been hacked and i wanna recover it,recover_password,Negative
"I want to reset my password, can you help me?",recover_password,Positive
"my profile was hacked, get it back",recover_password,Negative
"i forgot my account password, help me recover it",recover_password,Positive
"I forgot my password, can you reset it?",recover_password,Neutral
"I lost my account  password, reset it",recover_password,Negative
my online account's been hacked,recover_password,Negative
"I lost my acvount password, how do I retrieve it?",recover_password,Negative
"my user account was hacked, can I get it back?",recover_password,Negative
"i lost my account password, how can i retrieve it?",recover_password,Negative
"i lost my account password, help me reset it",recover_password,Positive
"I lost my account password, help me recover it",recover_password,Positive
"ask an agent if I could reset my account password, please",recover_password,Positive
"my account's been hacked, can u recover it?",recover_password,Negative
"my online account's been hacked, what can I do?",recover_password,Negative
"I can't remember my password, could I retrieve it?",recover_password,Neutral
"pleade, ask an agent how i could retrieve my account password",recover_password,Neutral
"someone stole my password, i need help retrieving it",recover_password,Positive
"i forgot my password, i need help resetting it",recover_password,Positive
"please, can u ask an agent how i can retrieve my account password?",recover_password,Positive
"my account's been hacked, can you get it back?",recover_password,Negative
"my profile was hacked, help me get it back",recover_password,Neutral
"someone stole my password, can I recover it?",recover_password,Neutral
ohw can I recover my password?,recover_password,Neutral
